enroll_id,course_id,username,engagement
849,course-v1:TsinghuaX+70800232X+2015_T2,477349,0
850,course-v1:TsinghuaX+70800232X+2015_T2,1480304,0
851,course-v1:TsinghuaX+70800232X+2015_T2,1440619,0
852,course-v1:TsinghuaX+70800232X+2015_T2,108846,0
854,course-v1:TsinghuaX+70800232X+2015_T2,1535779,0
855,course-v1:TsinghuaX+70800232X+2015_T2,186637,0
856,course-v1:TsinghuaX+70800232X+2015_T2,1038718,0
857,course-v1:TsinghuaX+70800232X+2015_T2,1643255,0
858,course-v1:TsinghuaX+70800232X+2015_T2,1370031,0
859,course-v1:TsinghuaX+70800232X+2015_T2,537376,0
860,course-v1:TsinghuaX+70800232X+2015_T2,740676,0
861,course-v1:TsinghuaX+70800232X+2015_T2,1493614,0
862,course-v1:TsinghuaX+70800232X+2015_T2,276079,0
863,course-v1:TsinghuaX+70800232X+2015_T2,1590496,0
864,course-v1:TsinghuaX+70800232X+2015_T2,313963,0
865,course-v1:TsinghuaX+70800232X+2015_T2,486300,0
866,course-v1:TsinghuaX+70800232X+2015_T2,1526663,0
867,course-v1:TsinghuaX+70800232X+2015_T2,55641,0
868,course-v1:TsinghuaX+70800232X+2015_T2,842580,0
869,course-v1:TsinghuaX+70800232X+2015_T2,1070671,0
872,course-v1:TsinghuaX+70800232X+2015_T2,1006931,0
873,course-v1:TsinghuaX+70800232X+2015_T2,1156362,0
878,course-v1:TsinghuaX+70800232X+2015_T2,326433,0
880,course-v1:TsinghuaX+70800232X+2015_T2,1475791,0
881,course-v1:TsinghuaX+70800232X+2015_T2,236228,0
882,course-v1:TsinghuaX+70800232X+2015_T2,6233,0
885,course-v1:TsinghuaX+70800232X+2015_T2,1491252,0
886,course-v1:TsinghuaX+70800232X+2015_T2,975734,0
887,course-v1:TsinghuaX+70800232X+2015_T2,310727,0
888,course-v1:TsinghuaX+70800232X+2015_T2,1133739,0
889,course-v1:TsinghuaX+70800232X+2015_T2,1133822,0
890,course-v1:TsinghuaX+70800232X+2015_T2,445814,0
893,course-v1:TsinghuaX+70800232X+2015_T2,738840,0
895,course-v1:TsinghuaX+70800232X+2015_T2,119795,0
896,course-v1:TsinghuaX+70800232X+2015_T2,1039766,0
899,course-v1:TsinghuaX+70800232X+2015_T2,1589190,0
901,course-v1:TsinghuaX+70800232X+2015_T2,662984,0
902,course-v1:TsinghuaX+70800232X+2015_T2,1341998,0
903,course-v1:TsinghuaX+70800232X+2015_T2,59788,0
904,course-v1:TsinghuaX+70800232X+2015_T2,2411,0
905,course-v1:TsinghuaX+70800232X+2015_T2,1460232,0
906,course-v1:TsinghuaX+70800232X+2015_T2,1095118,0
907,course-v1:TsinghuaX+70800232X+2015_T2,1135701,0
908,course-v1:TsinghuaX+70800232X+2015_T2,209923,0
910,course-v1:TsinghuaX+70800232X+2015_T2,26664,0
912,course-v1:TsinghuaX+70800232X+2015_T2,651883,0
913,course-v1:TsinghuaX+70800232X+2015_T2,1204153,0
914,course-v1:TsinghuaX+70800232X+2015_T2,1642653,0
915,course-v1:TsinghuaX+70800232X+2015_T2,505605,0
916,course-v1:TsinghuaX+70800232X+2015_T2,1369047,0
917,course-v1:TsinghuaX+70800232X+2015_T2,16024,0
918,course-v1:TsinghuaX+70800232X+2015_T2,327094,0
919,course-v1:TsinghuaX+70800232X+2015_T2,220247,0
920,course-v1:TsinghuaX+70800232X+2015_T2,727125,0
921,course-v1:TsinghuaX+70800232X+2015_T2,11791,0
922,course-v1:TsinghuaX+70800232X+2015_T2,1437034,0
923,course-v1:TsinghuaX+70800232X+2015_T2,1157342,0
925,course-v1:TsinghuaX+70800232X+2015_T2,227042,0
926,course-v1:TsinghuaX+70800232X+2015_T2,125050,0
928,course-v1:TsinghuaX+70800232X+2015_T2,700185,0
929,course-v1:TsinghuaX+70800232X+2015_T2,59173,0
932,course-v1:TsinghuaX+70800232X+2015_T2,132842,0
933,course-v1:TsinghuaX+70800232X+2015_T2,1372030,0
935,course-v1:TsinghuaX+70800232X+2015_T2,1580582,0
936,course-v1:TsinghuaX+70800232X+2015_T2,1472857,0
937,course-v1:TsinghuaX+70800232X+2015_T2,1553423,0
938,course-v1:TsinghuaX+70800232X+2015_T2,1344559,0
939,course-v1:TsinghuaX+70800232X+2015_T2,1200642,0
940,course-v1:TsinghuaX+70800232X+2015_T2,449695,0
941,course-v1:TsinghuaX+70800232X+2015_T2,1069141,0
944,course-v1:TsinghuaX+70800232X+2015_T2,1365128,0
945,course-v1:TsinghuaX+70800232X+2015_T2,507835,0
946,course-v1:TsinghuaX+70800232X+2015_T2,310306,0
947,course-v1:TsinghuaX+70800232X+2015_T2,372582,0
948,course-v1:TsinghuaX+70800232X+2015_T2,1478183,0
950,course-v1:TsinghuaX+70800232X+2015_T2,400135,0
951,course-v1:TsinghuaX+70800232X+2015_T2,447999,0
952,course-v1:TsinghuaX+70800232X+2015_T2,46550,0
953,course-v1:TsinghuaX+70800232X+2015_T2,1482843,0
954,course-v1:TsinghuaX+70800232X+2015_T2,460470,0
955,course-v1:TsinghuaX+70800232X+2015_T2,517953,0
956,course-v1:TsinghuaX+70800232X+2015_T2,547411,0
957,course-v1:TsinghuaX+70800232X+2015_T2,1050921,0
959,course-v1:TsinghuaX+70800232X+2015_T2,691537,0
960,course-v1:TsinghuaX+70800232X+2015_T2,682574,0
961,course-v1:TsinghuaX+70800232X+2015_T2,164071,0
962,course-v1:TsinghuaX+70800232X+2015_T2,262001,0
963,course-v1:TsinghuaX+70800232X+2015_T2,687919,0
964,course-v1:TsinghuaX+70800232X+2015_T2,211708,0
965,course-v1:TsinghuaX+70800232X+2015_T2,1187145,0
967,course-v1:TsinghuaX+70800232X+2015_T2,105888,0
968,course-v1:TsinghuaX+70800232X+2015_T2,1108653,0
969,course-v1:TsinghuaX+70800232X+2015_T2,1037138,0
970,course-v1:TsinghuaX+70800232X+2015_T2,274832,0
971,course-v1:TsinghuaX+70800232X+2015_T2,1111600,0
972,course-v1:TsinghuaX+70800232X+2015_T2,617742,0
973,course-v1:TsinghuaX+70800232X+2015_T2,27387,0
975,course-v1:TsinghuaX+70800232X+2015_T2,73011,0
976,course-v1:TsinghuaX+70800232X+2015_T2,1088387,0
977,course-v1:TsinghuaX+70800232X+2015_T2,514565,0
979,course-v1:TsinghuaX+70800232X+2015_T2,1101473,0
982,course-v1:TsinghuaX+70800232X+2015_T2,853,0
984,course-v1:TsinghuaX+70800232X+2015_T2,427196,0
985,course-v1:TsinghuaX+70800232X+2015_T2,605452,0
986,course-v1:TsinghuaX+70800232X+2015_T2,106146,0
988,course-v1:TsinghuaX+70800232X+2015_T2,447326,0
989,course-v1:TsinghuaX+70800232X+2015_T2,1480751,0
990,course-v1:TsinghuaX+70800232X+2015_T2,1114445,0
991,course-v1:TsinghuaX+70800232X+2015_T2,495487,0
992,course-v1:TsinghuaX+70800232X+2015_T2,1635317,0
994,course-v1:TsinghuaX+70800232X+2015_T2,330188,0
995,course-v1:TsinghuaX+70800232X+2015_T2,393315,0
996,course-v1:TsinghuaX+70800232X+2015_T2,429560,0
997,course-v1:TsinghuaX+70800232X+2015_T2,1586685,0
1000,course-v1:TsinghuaX+70800232X+2015_T2,250389,0
1001,course-v1:TsinghuaX+70800232X+2015_T2,389171,0
1003,course-v1:TsinghuaX+70800232X+2015_T2,436836,0
1004,course-v1:TsinghuaX+70800232X+2015_T2,247972,0
1006,course-v1:TsinghuaX+70800232X+2015_T2,1458123,0
1009,course-v1:TsinghuaX+70800232X+2015_T2,1533609,0
1010,course-v1:TsinghuaX+70800232X+2015_T2,3664,0
1011,course-v1:TsinghuaX+70800232X+2015_T2,161982,0
1012,course-v1:TsinghuaX+70800232X+2015_T2,1041549,0
1013,course-v1:TsinghuaX+70800232X+2015_T2,1070571,0
1014,course-v1:TsinghuaX+70800232X+2015_T2,38580,0
1015,course-v1:TsinghuaX+70800232X+2015_T2,439959,0
1016,course-v1:TsinghuaX+70800232X+2015_T2,140838,0
1019,course-v1:TsinghuaX+70800232X+2015_T2,1535715,0
1020,course-v1:TsinghuaX+70800232X+2015_T2,353700,0
1021,course-v1:TsinghuaX+70800232X+2015_T2,1516714,0
1022,course-v1:TsinghuaX+70800232X+2015_T2,710735,0
1023,course-v1:TsinghuaX+70800232X+2015_T2,871411,0
1024,course-v1:TsinghuaX+70800232X+2015_T2,507314,0
1025,course-v1:TsinghuaX+70800232X+2015_T2,1065690,0
1026,course-v1:TsinghuaX+70800232X+2015_T2,580298,0
1027,course-v1:TsinghuaX+70800232X+2015_T2,106499,0
1028,course-v1:TsinghuaX+70800232X+2015_T2,73569,0
1029,course-v1:TsinghuaX+70800232X+2015_T2,1199297,0
1030,course-v1:TsinghuaX+70800232X+2015_T2,1590782,0
1031,course-v1:TsinghuaX+70800232X+2015_T2,522852,0
1032,course-v1:TsinghuaX+70800232X+2015_T2,448426,0
1033,course-v1:TsinghuaX+70800232X+2015_T2,1643817,0
1034,course-v1:TsinghuaX+70800232X+2015_T2,304660,0
1035,course-v1:TsinghuaX+70800232X+2015_T2,691860,0
1036,course-v1:TsinghuaX+70800232X+2015_T2,1199405,0
1038,course-v1:TsinghuaX+70800232X+2015_T2,177186,0
1040,course-v1:TsinghuaX+70800232X+2015_T2,104636,0
1042,course-v1:TsinghuaX+70800232X+2015_T2,269405,0
1043,course-v1:TsinghuaX+70800232X+2015_T2,1585796,0
1047,course-v1:TsinghuaX+70800232X+2015_T2,1473679,0
1050,course-v1:TsinghuaX+70800232X+2015_T2,14345,0
1051,course-v1:TsinghuaX+70800232X+2015_T2,18643,0
1052,course-v1:TsinghuaX+70800232X+2015_T2,1336300,0
1056,course-v1:TsinghuaX+70800232X+2015_T2,264498,0
1057,course-v1:TsinghuaX+70800232X+2015_T2,1576890,0
1058,course-v1:TsinghuaX+70800232X+2015_T2,1538594,0
1059,course-v1:TsinghuaX+70800232X+2015_T2,30914,0
1060,course-v1:TsinghuaX+70800232X+2015_T2,7736,0
1061,course-v1:TsinghuaX+70800232X+2015_T2,117726,0
1062,course-v1:TsinghuaX+70800232X+2015_T2,127948,0
1063,course-v1:TsinghuaX+70800232X+2015_T2,1517907,0
1066,course-v1:TsinghuaX+70800232X+2015_T2,1458103,0
1067,course-v1:TsinghuaX+70800232X+2015_T2,1544139,0
1070,course-v1:TsinghuaX+70800232X+2015_T2,165886,0
1071,course-v1:TsinghuaX+70800232X+2015_T2,1367005,0
1072,course-v1:TsinghuaX+70800232X+2015_T2,427271,0
1073,course-v1:TsinghuaX+70800232X+2015_T2,1066105,0
1074,course-v1:TsinghuaX+70800232X+2015_T2,1524133,0
1075,course-v1:TsinghuaX+70800232X+2015_T2,514243,0
1078,course-v1:TsinghuaX+70800232X+2015_T2,1467204,0
1079,course-v1:TsinghuaX+70800232X+2015_T2,179306,0
1080,course-v1:TsinghuaX+70800232X+2015_T2,1456413,0
1081,course-v1:TsinghuaX+70800232X+2015_T2,1491956,0
1082,course-v1:TsinghuaX+70800232X+2015_T2,3382,0
1083,course-v1:TsinghuaX+70800232X+2015_T2,600381,0
1085,course-v1:TsinghuaX+70800232X+2015_T2,1094265,0
1086,course-v1:TsinghuaX+70800232X+2015_T2,1461120,0
1087,course-v1:TsinghuaX+70800232X+2015_T2,1016937,0
1091,course-v1:TsinghuaX+70800232X+2015_T2,111873,0
1094,course-v1:TsinghuaX+70800232X+2015_T2,181935,0
1096,course-v1:TsinghuaX+70800232X+2015_T2,130726,0
1097,course-v1:TsinghuaX+70800232X+2015_T2,151852,0
1098,course-v1:TsinghuaX+70800232X+2015_T2,82874,0
1099,course-v1:TsinghuaX+70800232X+2015_T2,566100,0
1100,course-v1:TsinghuaX+70800232X+2015_T2,422859,0
1102,course-v1:TsinghuaX+70800232X+2015_T2,497347,0
1103,course-v1:TsinghuaX+70800232X+2015_T2,550424,0
1104,course-v1:TsinghuaX+70800232X+2015_T2,1070904,0
1105,course-v1:TsinghuaX+70800232X+2015_T2,131235,0
1106,course-v1:TsinghuaX+70800232X+2015_T2,523568,0
1107,course-v1:TsinghuaX+70800232X+2015_T2,1083226,0
1108,course-v1:TsinghuaX+70800232X+2015_T2,535199,0
1109,course-v1:TsinghuaX+70800232X+2015_T2,852789,0
1110,course-v1:TsinghuaX+70800232X+2015_T2,428756,0
1111,course-v1:TsinghuaX+70800232X+2015_T2,26109,0
1113,course-v1:TsinghuaX+70800232X+2015_T2,658330,0
1114,course-v1:TsinghuaX+70800232X+2015_T2,125561,0
1115,course-v1:TsinghuaX+70800232X+2015_T2,1510840,0
1116,course-v1:TsinghuaX+70800232X+2015_T2,1046504,0
1117,course-v1:TsinghuaX+70800232X+2015_T2,141796,0
1118,course-v1:TsinghuaX+70800232X+2015_T2,1572521,0
1123,course-v1:TsinghuaX+70800232X+2015_T2,1017219,0
1124,course-v1:TsinghuaX+70800232X+2015_T2,648618,0
1125,course-v1:TsinghuaX+70800232X+2015_T2,930282,0
1126,course-v1:TsinghuaX+70800232X+2015_T2,352422,0
1127,course-v1:TsinghuaX+70800232X+2015_T2,390030,0
1128,course-v1:TsinghuaX+70800232X+2015_T2,86774,0
1129,course-v1:TsinghuaX+70800232X+2015_T2,1459563,0
1130,course-v1:TsinghuaX+70800232X+2015_T2,1377391,0
1131,course-v1:TsinghuaX+70800232X+2015_T2,1066876,0
1133,course-v1:TsinghuaX+70800232X+2015_T2,378045,0
1134,course-v1:TsinghuaX+70800232X+2015_T2,660971,0
1135,course-v1:TsinghuaX+70800232X+2015_T2,672675,0
1136,course-v1:TsinghuaX+70800232X+2015_T2,1482825,0
1138,course-v1:TsinghuaX+70800232X+2015_T2,251208,0
1139,course-v1:TsinghuaX+70800232X+2015_T2,248602,0
1141,course-v1:TsinghuaX+70800232X+2015_T2,140306,0
1142,course-v1:TsinghuaX+70800232X+2015_T2,1092413,0
1143,course-v1:TsinghuaX+70800232X+2015_T2,727229,0
1144,course-v1:TsinghuaX+70800232X+2015_T2,1366377,0
1145,course-v1:TsinghuaX+70800232X+2015_T2,1489460,0
1146,course-v1:TsinghuaX+70800232X+2015_T2,1006397,0
1147,course-v1:TsinghuaX+70800232X+2015_T2,456916,0
1148,course-v1:TsinghuaX+70800232X+2015_T2,719820,0
1149,course-v1:TsinghuaX+70800232X+2015_T2,1201705,0
1150,course-v1:TsinghuaX+70800232X+2015_T2,726661,0
1152,course-v1:TsinghuaX+70800232X+2015_T2,269943,0
1153,course-v1:TsinghuaX+70800232X+2015_T2,508469,0
1154,course-v1:TsinghuaX+70800232X+2015_T2,14730,0
1155,course-v1:TsinghuaX+70800232X+2015_T2,175844,0
1156,course-v1:TsinghuaX+70800232X+2015_T2,1640728,0
1157,course-v1:TsinghuaX+70800232X+2015_T2,324959,0
1160,course-v1:TsinghuaX+70800232X+2015_T2,136049,0
1161,course-v1:TsinghuaX+70800232X+2015_T2,48977,0
1163,course-v1:TsinghuaX+70800232X+2015_T2,22329,0
1164,course-v1:TsinghuaX+70800232X+2015_T2,1135954,0
1165,course-v1:TsinghuaX+70800232X+2015_T2,1067876,0
1168,course-v1:TsinghuaX+70800232X+2015_T2,520818,0
1169,course-v1:TsinghuaX+70800232X+2015_T2,149308,0
1170,course-v1:TsinghuaX+70800232X+2015_T2,1475774,0
1171,course-v1:TsinghuaX+70800232X+2015_T2,152566,0
1175,course-v1:TsinghuaX+70800232X+2015_T2,411510,0
1177,course-v1:TsinghuaX+70800232X+2015_T2,484642,0
1178,course-v1:TsinghuaX+70800232X+2015_T2,14125,0
1179,course-v1:TsinghuaX+70800232X+2015_T2,222039,0
1180,course-v1:TsinghuaX+70800232X+2015_T2,48403,0
1181,course-v1:TsinghuaX+70800232X+2015_T2,1005856,0
1182,course-v1:TsinghuaX+70800232X+2015_T2,321756,0
1183,course-v1:TsinghuaX+70800232X+2015_T2,695127,0
1184,course-v1:TsinghuaX+70800232X+2015_T2,569660,0
1185,course-v1:TsinghuaX+70800232X+2015_T2,1460779,0
1187,course-v1:TsinghuaX+70800232X+2015_T2,339514,0
1188,course-v1:TsinghuaX+70800232X+2015_T2,214674,0
1189,course-v1:TsinghuaX+70800232X+2015_T2,86362,0
1190,course-v1:TsinghuaX+70800232X+2015_T2,81409,0
1191,course-v1:TsinghuaX+70800232X+2015_T2,665676,0
1192,course-v1:TsinghuaX+70800232X+2015_T2,1640113,0
1193,course-v1:TsinghuaX+70800232X+2015_T2,674431,0
1194,course-v1:TsinghuaX+70800232X+2015_T2,1511138,0
1195,course-v1:TsinghuaX+70800232X+2015_T2,1472343,0
1196,course-v1:TsinghuaX+70800232X+2015_T2,504295,0
1197,course-v1:TsinghuaX+70800232X+2015_T2,592743,0
1198,course-v1:TsinghuaX+70800232X+2015_T2,494636,0
1199,course-v1:TsinghuaX+70800232X+2015_T2,140323,0
1200,course-v1:TsinghuaX+70800232X+2015_T2,135108,0
1201,course-v1:TsinghuaX+70800232X+2015_T2,253553,0
1202,course-v1:TsinghuaX+70800232X+2015_T2,579175,0
1203,course-v1:TsinghuaX+70800232X+2015_T2,1475523,0
1204,course-v1:TsinghuaX+70800232X+2015_T2,1473594,0
1206,course-v1:TsinghuaX+70800232X+2015_T2,1112756,0
1207,course-v1:TsinghuaX+70800232X+2015_T2,416986,0
1208,course-v1:TsinghuaX+70800232X+2015_T2,59851,0
1210,course-v1:TsinghuaX+70800232X+2015_T2,220947,0
1211,course-v1:TsinghuaX+70800232X+2015_T2,258703,0
1212,course-v1:TsinghuaX+70800232X+2015_T2,258700,0
1213,course-v1:TsinghuaX+70800232X+2015_T2,1044728,0
1214,course-v1:TsinghuaX+70800232X+2015_T2,1011527,0
1215,course-v1:TsinghuaX+70800232X+2015_T2,637146,0
1216,course-v1:TsinghuaX+70800232X+2015_T2,106433,0
1218,course-v1:TsinghuaX+70800232X+2015_T2,1081992,0
1219,course-v1:TsinghuaX+70800232X+2015_T2,1517687,0
1220,course-v1:TsinghuaX+70800232X+2015_T2,1110623,0
1221,course-v1:TsinghuaX+70800232X+2015_T2,1648825,0
1223,course-v1:TsinghuaX+70800232X+2015_T2,1069752,0
1224,course-v1:TsinghuaX+70800232X+2015_T2,740018,0
1226,course-v1:TsinghuaX+70800232X+2015_T2,12719,0
1228,course-v1:TsinghuaX+70800232X+2015_T2,304315,0
1230,course-v1:TsinghuaX+70800232X+2015_T2,307461,0
1231,course-v1:TsinghuaX+70800232X+2015_T2,723470,0
1232,course-v1:TsinghuaX+70800232X+2015_T2,404985,0
1233,course-v1:TsinghuaX+70800232X+2015_T2,443935,0
1234,course-v1:TsinghuaX+70800232X+2015_T2,448047,0
1235,course-v1:TsinghuaX+70800232X+2015_T2,125745,0
1236,course-v1:TsinghuaX+70800232X+2015_T2,53035,0
1237,course-v1:TsinghuaX+70800232X+2015_T2,864449,0
1238,course-v1:TsinghuaX+70800232X+2015_T2,679455,0
1239,course-v1:TsinghuaX+70800232X+2015_T2,756700,0
1241,course-v1:TsinghuaX+70800232X+2015_T2,502352,0
1242,course-v1:TsinghuaX+70800232X+2015_T2,699597,0
1246,course-v1:TsinghuaX+70800232X+2015_T2,47516,0
1247,course-v1:TsinghuaX+70800232X+2015_T2,461403,0
1249,course-v1:TsinghuaX+70800232X+2015_T2,1103596,0
1251,course-v1:TsinghuaX+70800232X+2015_T2,1518743,0
1252,course-v1:TsinghuaX+70800232X+2015_T2,1525287,0
1253,course-v1:TsinghuaX+70800232X+2015_T2,1482572,0
1255,course-v1:TsinghuaX+70800232X+2015_T2,236791,0
1256,course-v1:TsinghuaX+70800232X+2015_T2,19286,0
1259,course-v1:TsinghuaX+70800232X+2015_T2,498249,0
1260,course-v1:TsinghuaX+70800232X+2015_T2,1473507,0
1261,course-v1:TsinghuaX+70800232X+2015_T2,1079659,0
1262,course-v1:TsinghuaX+70800232X+2015_T2,1076164,0
1263,course-v1:TsinghuaX+70800232X+2015_T2,523667,0
1264,course-v1:TsinghuaX+70800232X+2015_T2,1473418,0
1265,course-v1:TsinghuaX+70800232X+2015_T2,10164,0
1266,course-v1:TsinghuaX+70800232X+2015_T2,475332,0
1267,course-v1:TsinghuaX+70800232X+2015_T2,1418386,0
1269,course-v1:TsinghuaX+70800232X+2015_T2,1437808,0
1270,course-v1:TsinghuaX+70800232X+2015_T2,208373,0
1272,course-v1:TsinghuaX+70800232X+2015_T2,531642,0
1273,course-v1:TsinghuaX+70800232X+2015_T2,1435897,0
1274,course-v1:TsinghuaX+70800232X+2015_T2,569302,0
1275,course-v1:TsinghuaX+70800232X+2015_T2,45081,0
1276,course-v1:TsinghuaX+70800232X+2015_T2,45885,0
1278,course-v1:TsinghuaX+70800232X+2015_T2,1471033,0
1279,course-v1:TsinghuaX+70800232X+2015_T2,1513186,0
1280,course-v1:TsinghuaX+70800232X+2015_T2,315815,0
1282,course-v1:TsinghuaX+70800232X+2015_T2,109889,0
1283,course-v1:TsinghuaX+70800232X+2015_T2,611022,0
1285,course-v1:TsinghuaX+70800232X+2015_T2,1070471,0
1287,course-v1:TsinghuaX+70800232X+2015_T2,103823,0
1288,course-v1:TsinghuaX+70800232X+2015_T2,1089522,0
1289,course-v1:TsinghuaX+70800232X+2015_T2,716271,0
1290,course-v1:TsinghuaX+70800232X+2015_T2,1511586,0
1291,course-v1:TsinghuaX+70800232X+2015_T2,21139,0
1293,course-v1:TsinghuaX+70800232X+2015_T2,497855,0
1294,course-v1:TsinghuaX+70800232X+2015_T2,505026,0
1295,course-v1:TsinghuaX+70800232X+2015_T2,1476159,0
1296,course-v1:TsinghuaX+70800232X+2015_T2,730868,0
1297,course-v1:TsinghuaX+70800232X+2015_T2,249449,0
1299,course-v1:TsinghuaX+70800232X+2015_T2,1572010,0
1300,course-v1:TsinghuaX+70800232X+2015_T2,589093,0
1302,course-v1:TsinghuaX+70800232X+2015_T2,1474868,0
1303,course-v1:TsinghuaX+70800232X+2015_T2,660139,0
1304,course-v1:TsinghuaX+70800232X+2015_T2,36566,0
1305,course-v1:TsinghuaX+70800232X+2015_T2,1188793,0
1308,course-v1:TsinghuaX+70800232X+2015_T2,517363,0
1309,course-v1:TsinghuaX+70800232X+2015_T2,121595,0
1310,course-v1:TsinghuaX+70800232X+2015_T2,1071822,0
1312,course-v1:TsinghuaX+70800232X+2015_T2,121620,0
1313,course-v1:TsinghuaX+70800232X+2015_T2,192325,0
1316,course-v1:TsinghuaX+70800232X+2015_T2,665634,0
1317,course-v1:TsinghuaX+70800232X+2015_T2,120369,0
1318,course-v1:TsinghuaX+70800232X+2015_T2,1482085,0
1320,course-v1:TsinghuaX+70800232X+2015_T2,460484,0
1322,course-v1:TsinghuaX+70800232X+2015_T2,296031,0
1323,course-v1:TsinghuaX+70800232X+2015_T2,220693,0
1329,course-v1:TsinghuaX+70800232X+2015_T2,691026,0
1330,course-v1:TsinghuaX+70800232X+2015_T2,1521131,0
1332,course-v1:TsinghuaX+70800232X+2015_T2,105752,0
1333,course-v1:TsinghuaX+70800232X+2015_T2,745528,0
1335,course-v1:TsinghuaX+70800232X+2015_T2,1482885,0
1337,course-v1:TsinghuaX+70800232X+2015_T2,335785,0
1338,course-v1:TsinghuaX+70800232X+2015_T2,336259,0
1341,course-v1:TsinghuaX+70800232X+2015_T2,1473888,0
1342,course-v1:TsinghuaX+70800232X+2015_T2,1456947,0
1343,course-v1:TsinghuaX+70800232X+2015_T2,719338,0
1344,course-v1:TsinghuaX+70800232X+2015_T2,487814,0
1345,course-v1:TsinghuaX+70800232X+2015_T2,327742,0
1346,course-v1:TsinghuaX+70800232X+2015_T2,694462,0
1350,course-v1:TsinghuaX+70800232X+2015_T2,657838,0
1351,course-v1:TsinghuaX+70800232X+2015_T2,521096,0
1355,course-v1:TsinghuaX+70800232X+2015_T2,1516628,0
1356,course-v1:TsinghuaX+70800232X+2015_T2,503077,0
1357,course-v1:TsinghuaX+70800232X+2015_T2,1540953,0
1359,course-v1:TsinghuaX+70800232X+2015_T2,73855,0
1360,course-v1:TsinghuaX+70800232X+2015_T2,206357,0
1361,course-v1:TsinghuaX+70800232X+2015_T2,1467826,0
1365,course-v1:TsinghuaX+70800232X+2015_T2,84837,0
1366,course-v1:TsinghuaX+70800232X+2015_T2,646076,0
1369,course-v1:TsinghuaX+70800232X+2015_T2,1458422,0
